Age of company (years),Internet Activity Score,Employee Count,"Team Size Growth (0: No, 1: Yes)",Last Funding Amount ($),Country of company,Continent of company,Investors in Seed,Investors in Angel/VC,Number of Co-founders,Number of Advisors,Senior Leadership Team Size,Total Team Size,"Top Angel/VC in Previous Round (0: No, 1: Yes)",Number of Repeat Investors,Sales Support Material Count,"Worked in Top Companies (0: No, 1: Yes)",Average Past Company Size,"Part of Startups Before (0: No, 1: Yes)","Part of Successful Startups Before (0: No, 1: Yes)","Partner in Big 5 Consulting (0: No, 1: Yes)","Has Consulting Experience (0: No, 1: Yes)","Product or Service Company (0: Product, 1: Service)","Vertical Focus (0: Single, 1: Multiple)","Data Focus (0: Private, 1: Public)","Consumer Data Focus (0: No, 1: Yes)","Data Structure (0: Structured, 1: Unstructured)","Subscription Based (0: No, 1: Yes)","Cloud Based (0: No, 1: Yes)","Market Reach (0: Local, 1: Global)",Random Feature 1,Random Feature 2,Random Feature 3,Random Feature 4,Random Feature 5,Random Feature 6,Random Feature 7,Random Feature 8,Random Feature 9,Random Feature 10,Random Feature 11,Random Feature 12,Random Feature 13,Random Feature 14,Random Feature 15,Random Feature 16,Random Feature 17,Random Feature 18,Random Feature 19,Random Feature 20,Random Feature 21,Random Feature 22,Random Feature 23,Random Feature 24,Random Feature 25,Random Feature 26,Random Feature 27,Random Feature 28,Random Feature 29,Random Feature 30,Random Feature 31,Random Feature 32,Random Feature 33,Random Feature 34,Random Feature 35,Random Feature 36,Random Feature 37,Random Feature 38,Random Feature 39,Random Feature 40,Random Feature 41,Random Feature 42,Random Feature 43,Random Feature 44,Random Feature 45,Random Feature 46,Random Feature 47,Random Feature 48,Random Feature 49,Random Feature 50,Random Feature 51,Random Feature 52,Random Feature 53,Random Feature 54,Random Feature 55,Random Feature 56,Random Feature 57,Random Feature 58,Random Feature 59,Random Feature 60,Random Feature 61,Random Feature 62,Random Feature 63,Random Feature 64,Random Feature 65,Random Feature 66,Random Feature 67,Random Feature 68,Random Feature 69,Random Feature 70,Random Feature 71,Random Feature 72,Random Feature 73,Random Feature 74,Random Feature 75,Random Feature 76,Random Feature 77,Random Feature 78,Random Feature 79,Random Feature 80,Random Feature 81,Random Feature 82,Random Feature 83,Random Feature 84,Random Feature 85,Random Feature 86,Random Feature 87,Random Feature 88,Random Feature 89,Random Feature 90,Random Feature 91,Random Feature 92,Random Feature 93,Random Feature 94,Random Feature 95,Random Feature 96,Random Feature 97,Random Feature 98,Random Feature 99,Random Feature 100,Random Feature 101,Random Feature 102,Random Feature 103,Random Feature 104,Random Feature 105,Random Feature 106,Random Feature 107,Random Feature 108,Random Feature 109,Random Feature 110,Random Feature 111,Random Feature 112,Random Feature 113,Random Feature 114,Random Feature 115,Random Feature 116,Random Feature 117,Random Feature 118,Random Feature 119,Random Feature 120
6,96,378,0,832818.3837781205,India,Europe,5,4,1,3,1,6,0,2,7,0,1,0,1,1,0,0,0,1,0,0,1,0,0,8,7,9,8,1,3,1,8,2,7,7,10,4,8,7,7,8,6,10,8,9,3,5,4,8,9,6,8,10,5,7,6,1,7,2,1,5,3,4,2,6,10,3,4,1,4,6,3,3,10,4,4,5,1,10,5,3,10,3,5,3,7,6,6,9,8,2,5,1,7,5,4,7,3,6,5,6,7,4,1,8,6,10,1,1,4,10,2,5,7,5,10,10,7,9,5,5,3,4,8,10,4,3,6,8,3,4,5,2,1,5,6,8,2,3,5,6,3,2,7
7,32,400,0,1012698.1143546741,India,North America,7,4,1,3,2,7,0,1,10,0,5,1,0,1,0,1,0,1,0,0,1,0,1,8,5,1,9,4,9,9,10,8,8,1,4,5,3,10,4,8,6,2,1,2,9,5,8,2,5,7,1,10,4,6,1,5,2,6,3,3,8,7,10,2,7,2,2,3,9,10,4,5,2,1,5,2,4,9,3,2,8,9,1,9,2,10,2,3,8,5,8,6,6,6,5,4,9,5,4,5,1,9,7,8,1,1,1,9,5,8,6,3,6,2,8,8,9,3,2,8,3,3,10,2,1,4,2,8,9,9,8,1,6,7,7,1,8,6,9,7,1,7,2
5,54,126,1,1212328.9705978679,China,North America,9,3,4,6,5,3,1,5,10,1,9,1,1,0,0,0,1,1,1,1,0,0,0,6,10,8,8,3,9,3,10,4,10,4,9,3,7,10,7,7,10,6,1,5,8,10,2,7,1,1,1,3,9,7,8,6,6,4,6,6,4,8,5,6,4,8,7,8,7,1,9,8,8,5,1,3,4,8,2,9,7,2,1,2,3,5,1,3,3,3,9,2,6,1,10,3,6,3,2,4,5,2,6,4,3,3,9,9,10,2,7,10,9,4,1,9,6,1,1,9,4,4,5,7,10,8,1,5,8,7,3,2,6,10,9,9,1,1,10,2,7,1,10
11,59,11,1,323501.07837730355,UK,Europe,3,9,2,7,10,4,0,10,9,0,8,1,1,1,0,0,1,0,0,0,0,1,1,10,10,3,7,8,6,9,2,1,3,8,10,7,5,4,10,7,2,1,5,2,5,4,8,7,5,8,2,10,1,1,2,10,9,7,9,1,9,9,6,3,4,3,8,2,5,9,10,1,4,2,3,6,9,5,7,1,2,3,7,8,2,5,1,8,6,8,7,10,3,1,4,5,10,8,2,9,3,6,2,2,3,8,6,6,9,4,2,7,6,9,8,9,4,8,10,9,4,9,10,6,9,3,10,2,10,6,8,1,3,10,5,7,8,1,2,9,8,8,3
3,15,1,0,1269300.02298961,China,North America,2,2,4,5,1,1,1,6,10,1,4,1,1,1,1,0,1,0,0,1,1,0,0,4,3,4,3,9,5,9,6,1,4,8,1,4,8,7,7,8,9,2,2,2,10,7,1,5,3,1,7,2,5,10,9,7,10,10,9,5,2,4,10,2,5,8,6,7,5,2,2,7,10,4,7,10,10,9,7,1,8,4,2,3,9,3,9,8,6,3,3,3,2,4,10,10,10,8,5,7,9,5,8,7,4,5,5,7,2,5,6,6,6,5,7,6,3,7,3,8,8,3,4,3,9,3,7,1,4,9,10,7,9,6,1,5,4,10,4,6,6,10,6
9,65,405,0,977045.368638404,UK,Asia,4,1,2,1,6,6,0,1,5,0,6,1,0,1,1,0,0,1,0,0,0,1,1,7,4,3,7,6,5,1,7,9,6,3,8,6,4,3,5,8,1,2,9,4,8,10,10,3,3,5,1,5,7,6,5,5,8,10,3,4,9,7,7,10,6,8,10,5,8,3,2,10,8,4,1,7,5,9,8,3,4,5,1,8,7,1,6,6,7,4,2,8,9,5,7,3,2,4,8,1,4,2,8,8,2,4,6,9,10,7,7,5,2,1,7,1,5,1,9,3,4,6,3,7,10,4,8,4,4,10,6,10,6,6,5,3,4,9,3,2,9,8,7
14,37,270,1,1593708.4346307234,China,North America,7,5,2,8,1,8,1,4,3,0,1,1,1,1,1,1,0,0,0,0,0,1,1,10,9,5,5,6,4,5,9,8,10,6,6,9,4,1,5,9,3,5,3,10,10,2,7,2,7,5,6,9,1,7,8,3,8,6,2,5,8,8,7,2,8,10,2,2,1,4,3,2,1,9,9,2,8,7,2,3,8,4,7,5,2,10,9,2,2,8,4,2,10,10,7,8,2,8,8,9,6,9,3,3,8,10,7,8,3,4,8,4,8,1,5,1,5,1,9,1,10,5,6,8,6,7,9,10,8,9,4,4,5,2,6,6,3,3,8,9,4,1,5
19,12,474,1,1173024.6285135134,UK,North America,2,9,1,8,4,7,0,4,9,0,7,1,0,1,0,0,1,1,0,0,1,0,1,9,6,9,2,6,1,8,6,9,10,8,6,1,3,2,3,9,3,10,8,7,7,6,9,8,3,7,1,5,6,10,2,8,5,9,10,9,9,4,9,4,2,5,8,1,1,5,5,10,5,6,7,5,7,7,9,3,7,3,1,3,6,8,10,4,8,2,4,3,4,8,3,1,2,1,2,10,7,6,3,9,3,8,1,5,2,4,6,7,4,3,9,7,5,2,10,8,7,7,9,2,2,1,5,4,3,8,10,3,5,4,1,2,2,2,10,4,3,7,6
9,57,303,0,1317818.6653417428,China,Europe,9,1,4,4,1,7,1,5,9,0,9,0,0,0,0,0,1,1,0,1,1,1,0,2,7,4,7,4,2,10,3,6,7,8,4,9,3,10,2,6,5,9,4,2,7,5,1,5,9,5,2,1,8,1,1,2,3,4,5,8,8,7,7,3,1,1,3,6,7,1,4,5,10,2,10,1,10,8,1,9,7,9,5,9,4,9,10,3,2,9,7,10,2,9,2,3,4,9,4,9,9,10,5,4,3,2,8,8,5,8,9,6,6,1,9,9,10,2,8,6,1,9,3,9,4,6,8,8,5,7,3,9,4,2,6,10,10,7,9,9,3,2,2
15,56,372,0,1833654.0121723725,USA,North America,9,6,1,5,5,6,0,8,5,0,7,0,0,1,1,1,1,1,0,0,0,1,1,6,9,10,10,6,6,2,6,9,2,7,9,3,8,7,9,9,4,6,4,10,7,1,6,8,3,3,6,6,3,5,9,7,1,6,6,5,7,8,8,8,8,4,5,9,5,4,9,8,3,1,6,3,6,4,1,10,10,1,2,2,5,7,9,4,8,3,8,10,7,4,7,3,5,8,1,5,4,2,3,7,1,5,8,9,10,9,9,3,4,7,6,7,3,6,3,6,3,10,8,7,6,4,3,8,9,5,6,9,1,3,3,4,1,7,4,9,5,5,7
10,0,249,0,1549985.5186010513,China,Europe,2,3,3,6,5,3,0,3,2,0,9,1,1,0,0,1,1,0,0,0,1,1,0,1,5,4,9,1,10,10,8,9,1,8,7,3,9,7,3,7,1,8,8,4,2,3,9,4,7,7,5,3,1,2,3,6,8,4,7,9,6,6,2,4,3,9,9,8,2,8,2,7,1,3,5,7,2,8,1,6,7,4,3,10,4,3,5,2,3,6,8,3,4,4,1,3,6,3,4,8,9,9,9,8,1,10,6,9,2,3,4,10,6,1,2,8,10,9,7,10,1,1,10,7,1,8,1,6,10,4,1,8,7,2,3,1,5,4,7,1,1,1,7
9,49,95,0,1389979.1197508392,Germany,Asia,1,6,3,4,4,2,0,4,10,0,2,1,1,0,1,0,1,0,0,0,1,0,1,6,1,1,7,2,1,4,2,10,10,10,6,3,3,10,2,7,4,1,9,3,8,1,5,7,9,6,1,8,4,5,10,8,10,7,5,4,2,10,1,2,4,5,8,2,3,7,6,4,8,5,6,3,3,10,7,2,9,6,3,10,3,6,2,5,5,2,6,10,4,2,10,8,6,8,5,4,6,4,10,9,6,9,9,6,7,7,1,6,10,9,1,6,8,7,1,9,7,9,3,3,5,3,3,5,3,7,2,1,9,6,9,10,6,1,2,2,9,7,4
1,2,377,1,1245992.6723675483,USA,Asia,4,8,3,4,10,8,0,5,8,0,10,1,1,0,0,1,0,1,0,1,0,1,0,3,8,3,7,4,9,5,6,2,9,9,2,2,1,7,10,7,8,4,9,10,6,8,9,6,4,9,3,2,3,4,10,8,3,7,3,10,1,4,1,8,5,8,9,8,2,9,9,7,6,5,6,10,5,10,7,7,6,4,3,1,1,2,7,2,6,6,4,7,1,5,5,1,5,5,9,1,2,3,5,8,8,7,1,9,1,8,4,8,5,2,3,7,2,8,5,3,5,3,10,3,8,10,4,5,3,8,6,6,5,8,4,1,7,10,2,10,7,6,3
9,15,16,0,18820.228795016184,China,North America,3,7,2,3,2,4,0,4,5,1,7,1,0,1,1,1,1,1,1,0,1,1,0,4,7,8,2,8,7,7,6,7,9,10,2,5,8,5,6,9,5,6,3,3,7,8,6,7,2,8,2,7,3,2,6,10,9,3,5,8,10,2,6,6,1,6,3,6,1,5,8,3,3,5,5,7,1,8,10,7,10,9,1,9,10,4,10,3,2,4,3,6,8,1,8,10,5,2,5,5,2,9,9,7,1,7,3,6,7,5,1,2,3,3,2,6,9,8,4,8,9,9,10,7,5,8,1,7,4,2,2,7,6,4,2,4,5,9,3,9,4,8,3
19,78,11,0,1279030.8454535543,Germany,Asia,8,5,3,1,5,4,0,2,4,1,6,0,1,1,1,0,0,0,0,0,1,0,1,2,4,1,7,9,10,7,6,2,7,4,3,10,9,8,9,9,7,2,5,6,1,3,6,6,10,7,1,4,6,6,9,8,3,2,6,7,9,2,1,7,10,3,3,3,1,7,9,10,10,7,6,1,9,2,8,9,6,5,4,1,10,2,8,7,1,7,7,8,8,10,6,4,8,9,9,1,10,3,9,6,8,6,2,3,2,8,2,1,4,8,10,1,8,10,7,7,7,2,5,8,6,8,3,2,9,4,2,7,3,10,5,9,8,10,3,8,9,4,2
7,70,293,1,1168640.203645178,China,Europe,3,9,3,3,5,7,1,7,2,0,1,0,0,0,1,0,1,1,0,0,1,1,1,10,3,10,8,7,2,2,2,1,10,5,1,2,4,5,10,5,7,7,9,1,6,8,8,3,8,8,4,1,5,3,3,2,7,3,4,7,4,3,9,4,6,3,4,8,10,10,5,9,1,2,6,9,9,6,9,2,2,7,3,8,2,5,10,4,4,6,3,6,2,3,3,5,9,9,2,6,8,7,3,5,4,1,9,6,9,8,8,3,7,6,4,7,5,10,3,10,1,5,9,7,6,3,5,8,2,7,1,8,7,8,6,3,5,4,5,8,7,3,9
18,40,6,1,1291514.7713923873,USA,Asia,6,9,4,7,1,8,0,9,7,1,2,1,1,0,0,0,0,1,0,0,0,0,1,1,8,1,6,1,8,1,8,6,4,7,5,2,10,9,6,2,1,1,10,5,9,1,7,7,2,1,7,1,4,8,3,4,3,7,5,8,4,4,3,5,7,2,2,7,9,10,2,1,1,5,3,7,3,4,9,8,2,8,3,6,8,8,1,4,2,10,9,4,3,7,5,1,2,10,6,8,10,8,2,10,1,10,2,9,6,9,6,4,3,7,2,4,8,1,2,10,8,10,3,6,3,4,10,10,8,8,7,2,6,4,4,5,2,2,4,3,10,7,6
11,30,330,0,873381.9305970245,UK,Europe,2,9,1,3,4,4,1,8,9,1,2,1,1,1,1,0,0,1,0,1,1,0,0,6,5,7,6,5,3,9,1,2,4,1,8,2,6,4,4,7,2,2,1,3,10,8,7,7,7,8,6,4,9,4,7,2,10,5,10,7,7,7,3,6,2,2,8,9,3,10,7,4,1,8,5,9,8,7,2,1,3,5,5,1,9,3,4,4,5,4,1,9,5,3,4,3,8,8,2,1,5,2,7,2,2,4,2,3,8,2,10,4,9,8,7,5,5,5,5,7,4,9,9,4,7,9,10,3,6,3,9,2,9,8,5,6,10,3,10,5,4,5,4
3,79,116,1,1715399.1207507397,UK,Asia,4,5,3,1,10,3,1,1,6,1,7,0,0,1,0,0,0,0,1,1,0,0,0,10,4,8,1,10,7,5,6,8,5,5,3,8,4,2,8,2,4,2,9,8,7,2,3,5,8,2,7,4,6,9,10,9,4,9,5,9,7,3,9,5,5,6,9,3,3,4,5,2,7,4,10,5,4,5,4,8,8,3,10,8,9,5,10,10,5,3,7,9,5,9,10,7,8,8,6,1,10,2,2,3,3,4,5,3,10,9,9,7,8,9,7,10,8,5,8,7,7,5,2,9,9,4,8,5,5,1,5,8,10,10,8,5,2,1,10,9,1,4,3
17,61,225,1,1733597.94420642,Germany,Europe,2,3,2,3,6,3,1,6,1,1,2,0,1,0,0,1,1,0,1,1,1,0,0,6,5,10,4,2,7,10,10,4,4,6,6,1,3,9,7,3,5,7,3,9,9,2,1,10,7,6,6,3,2,9,10,10,10,5,1,2,10,4,4,10,2,10,8,3,3,5,9,10,7,6,10,5,1,6,10,8,1,8,5,7,2,9,1,6,3,6,1,2,8,1,2,5,9,6,1,2,9,2,10,1,5,6,10,2,10,3,3,5,6,5,10,3,4,4,7,1,8,3,10,1,4,2,4,7,1,4,9,8,9,3,4,10,1,10,4,9,10,9,6
2,98,168,1,1526646.380537053,India,North America,3,6,4,7,3,10,0,10,1,1,9,1,0,1,0,1,0,1,0,1,0,1,0,5,10,7,10,9,10,2,3,8,1,7,5,2,6,2,2,5,8,6,7,10,9,1,5,2,2,9,1,1,4,5,3,5,8,5,1,6,4,6,3,9,2,10,7,5,1,6,2,9,8,1,4,8,8,5,1,7,9,5,5,9,2,1,7,7,1,5,7,8,8,7,5,3,8,3,3,6,2,7,1,6,8,10,3,8,5,10,10,7,8,9,5,1,10,5,3,8,7,2,8,4,7,5,5,8,9,5,10,4,1,6,7,10,2,3,3,7,1,8,6
5,96,322,0,1524213.8658145305,India,North America,2,8,1,6,8,10,0,5,9,0,10,0,0,1,1,1,0,0,0,1,1,0,0,5,9,6,5,2,8,5,1,4,10,3,4,10,9,1,10,4,1,7,1,10,2,4,7,2,6,9,1,7,2,7,9,8,5,5,4,5,10,5,4,4,9,4,9,6,3,2,3,5,8,2,5,4,8,2,1,4,2,5,6,10,7,9,6,9,2,7,4,3,9,6,9,3,10,9,1,2,2,9,7,9,10,3,4,5,5,6,2,5,7,5,1,2,6,1,5,2,8,5,8,7,9,10,5,5,7,4,5,2,4,7,3,10,9,1,1,3,6,10,8
5,60,184,1,568574.9035663174,China,Europe,2,6,3,6,2,6,0,9,7,1,6,1,0,0,0,1,0,1,1,0,1,1,1,10,3,7,1,5,7,8,9,7,9,10,8,5,7,8,3,8,6,2,6,8,1,5,7,8,3,10,3,7,10,4,1,5,6,2,6,5,1,5,1,7,1,4,6,8,2,2,5,3,9,8,8,1,7,9,5,4,3,3,9,1,10,8,8,5,3,7,3,5,7,5,5,4,9,4,10,10,10,3,5,2,6,2,9,3,2,2,2,8,3,4,1,3,3,10,1,10,7,2,8,4,2,1,3,5,8,5,4,5,1,5,4,8,4,8,4,7,7,10,3
3,61,429,0,706992.216636645,India,North America,4,4,3,4,1,3,0,3,4,1,5,0,1,0,0,0,1,1,1,0,0,0,1,1,3,5,5,8,4,9,5,2,4,2,1,2,1,6,6,9,8,5,4,7,2,1,7,1,8,4,3,6,4,1,1,9,2,6,8,7,4,3,3,7,8,6,3,6,2,7,3,1,8,4,9,6,10,7,4,9,9,1,4,1,2,4,6,5,1,5,7,1,7,6,2,6,6,10,10,1,9,4,9,10,8,10,4,5,8,6,9,2,6,10,3,9,6,10,9,5,6,10,1,3,8,4,7,10,2,4,10,1,7,10,7,10,7,10,3,7,6,10,8
13,62,403,0,1473958.3592055254,China,Asia,5,4,3,5,5,7,0,3,9,0,9,1,1,0,1,1,1,1,0,0,0,1,0,7,6,10,2,5,6,2,9,1,9,10,8,9,4,4,8,7,6,3,8,10,6,1,5,6,9,1,7,8,10,6,4,2,6,5,2,3,1,6,1,8,5,9,3,5,3,8,10,3,1,6,1,1,6,1,1,6,2,7,1,3,6,6,1,2,9,7,2,5,9,8,8,1,4,2,9,2,4,4,7,5,9,2,1,3,1,6,8,1,6,9,4,4,10,1,6,3,7,6,3,2,5,9,4,7,5,8,3,3,7,10,7,5,1,6,6,6,3,6,5
2,5,103,0,1288450.0462504996,China,Europe,4,4,1,3,10,9,0,9,9,0,3,1,1,1,1,0,0,0,0,1,0,1,0,9,6,6,6,6,10,9,4,8,8,8,5,7,5,6,9,9,10,5,1,2,1,2,7,5,3,5,7,5,10,5,9,3,7,6,6,5,3,5,4,9,1,8,1,8,1,7,8,9,1,3,8,9,7,8,5,3,5,5,8,6,10,7,4,5,3,5,8,8,4,7,5,2,10,6,7,3,8,5,1,1,6,9,1,9,3,7,3,3,5,10,5,1,9,6,2,8,5,4,2,3,3,3,1,4,5,3,3,4,7,8,1,7,10,7,3,2,3,10,4
11,23,110,0,492974.0255460523,UK,Asia,1,9,3,6,10,5,0,1,3,0,7,0,1,0,0,1,1,0,1,1,0,1,0,4,8,2,3,2,5,5,5,3,3,5,3,9,8,3,1,3,1,3,7,9,6,5,3,3,3,2,6,4,10,7,2,2,2,1,4,1,7,4,7,4,4,4,5,5,7,3,1,2,3,4,10,4,9,9,4,4,1,3,8,8,8,4,2,4,6,5,7,1,6,4,3,5,3,10,9,6,9,5,6,7,4,7,8,2,7,8,4,5,1,6,1,1,2,5,7,10,10,10,7,4,9,4,2,8,6,4,4,10,8,6,2,9,6,3,4,7,2,4,10
8,1,449,1,459576.0060578068,USA,Asia,8,5,1,1,10,5,1,6,8,1,4,1,0,1,0,0,1,1,0,0,1,1,0,4,5,6,2,5,1,8,9,4,8,8,3,2,6,7,7,9,10,10,1,5,8,2,4,1,3,2,5,6,3,3,8,1,4,4,3,8,4,8,9,7,1,3,10,2,1,4,10,8,10,8,10,1,1,9,7,9,4,4,6,3,2,7,2,2,5,9,2,7,10,6,6,10,2,2,1,5,4,6,3,1,5,6,8,10,7,6,2,6,10,6,2,1,5,10,3,5,1,1,4,9,3,2,3,1,5,7,6,9,3,6,2,8,6,5,1,4,3,1,3
5,51,493,0,1646632.9683581223,India,Asia,8,4,2,4,8,1,1,5,8,1,3,0,1,1,0,0,1,1,1,1,1,1,1,7,10,3,1,1,7,2,4,4,2,3,10,7,3,9,2,9,1,10,2,3,3,6,10,8,2,2,3,2,5,5,2,10,8,7,1,5,1,5,8,6,2,6,1,4,2,7,9,5,4,3,1,4,4,8,6,9,1,4,5,5,7,8,1,1,7,6,5,3,5,1,1,10,1,1,3,5,5,1,9,8,4,3,6,1,6,5,8,7,9,5,4,2,10,10,2,1,7,4,7,2,6,5,4,6,9,1,5,8,10,4,4,7,10,4,7,10,3,9,2
5,61,306,0,742652.1002802909,UK,Asia,2,4,2,1,3,3,1,2,2,1,8,1,1,0,1,0,1,0,1,1,1,0,0,5,9,9,2,7,5,2,3,7,4,10,2,1,10,10,3,6,8,5,8,4,8,5,6,1,2,1,7,2,2,8,7,7,7,7,10,8,1,5,4,5,8,7,1,3,9,6,7,1,5,6,7,10,1,2,2,4,10,2,4,5,7,9,5,7,2,3,3,5,4,2,9,7,10,7,3,5,1,2,6,9,3,8,9,9,10,3,5,5,6,7,8,9,2,4,7,8,2,8,5,1,6,2,3,6,1,10,3,2,3,1,9,1,1,7,3,4,5,10,6
9,89,481,1,932670.2099567172,Germany,North America,8,9,3,6,6,7,1,4,3,1,9,1,1,0,0,0,0,1,1,1,0,0,0,5,3,3,8,6,8,5,3,8,7,1,6,4,1,3,10,5,5,9,6,4,8,6,2,8,1,1,7,2,8,3,10,9,3,5,7,9,2,9,8,8,7,1,6,6,6,1,7,3,8,1,4,8,1,1,5,3,10,3,9,1,6,7,5,2,5,6,5,8,2,10,6,6,2,5,7,10,4,7,1,5,6,2,3,1,7,5,1,3,4,3,5,3,3,1,9,4,4,1,8,3,8,4,2,10,10,5,3,1,4,2,6,7,3,1,4,5,10,9,5
1,2,185,1,1116814.3652556208,India,North America,4,1,1,7,1,1,1,7,1,0,6,0,0,0,0,1,1,1,0,0,1,1,0,9,6,9,2,10,10,8,5,10,6,4,8,4,5,9,4,7,8,10,10,8,8,9,1,6,1,4,6,8,9,8,2,7,9,2,6,7,5,4,5,6,9,10,5,5,3,9,3,3,6,5,8,4,4,1,8,7,8,6,6,2,10,5,10,10,1,1,3,9,1,4,10,8,3,5,2,8,8,3,5,6,4,1,2,1,2,10,1,9,5,8,7,1,2,4,8,6,7,6,2,3,8,1,2,8,7,8,5,2,6,2,3,2,7,10,10,7,9,7,1
15,37,379,1,1089324.6629440302,USA,Asia,9,8,1,2,5,9,0,8,6,0,3,1,1,0,0,1,1,0,1,1,1,0,0,9,8,10,6,8,4,5,2,4,7,1,2,2,8,8,7,5,10,10,4,1,3,5,5,6,10,10,3,7,8,3,5,8,2,8,3,3,3,7,7,7,9,7,5,5,6,10,10,4,8,2,2,3,8,6,2,1,4,1,10,6,3,9,6,6,5,1,10,6,5,10,8,9,7,3,10,2,1,9,8,3,1,1,2,4,5,4,6,8,5,6,6,9,3,2,4,9,9,5,7,3,3,7,6,8,7,10,8,4,7,10,6,7,3,8,6,9,1,2,4
12,87,319,0,2702752.226749312,USA,Europe,6,7,4,4,2,1,1,1,10,0,10,1,1,1,1,1,0,0,1,0,0,0,1,3,2,9,8,1,4,2,8,10,10,6,10,2,3,1,4,2,9,3,8,1,10,5,4,10,9,4,1,4,4,8,9,4,5,5,1,4,4,8,7,6,8,4,5,6,3,7,7,5,4,9,2,6,4,8,7,7,3,7,9,10,2,3,2,8,3,6,3,10,8,9,6,10,5,10,10,7,3,5,8,9,2,8,4,10,9,5,9,7,1,7,5,9,9,6,7,1,1,8,8,7,3,10,5,8,7,1,1,7,6,4,3,2,1,7,3,7,9,4,8
13,43,105,1,488931.8931284068,India,Europe,3,3,4,5,1,5,0,2,4,0,5,1,0,0,1,0,0,0,0,0,1,0,1,8,9,2,5,7,4,6,7,9,7,1,8,7,9,5,5,2,7,9,7,7,8,5,6,9,2,1,9,5,10,4,2,6,3,8,10,9,9,3,9,10,3,2,1,9,8,6,10,7,8,6,10,9,2,8,5,2,7,9,6,4,3,8,10,1,8,8,10,9,5,10,4,7,4,10,6,8,5,9,2,2,5,8,9,9,4,7,8,5,9,7,3,9,5,10,5,1,7,4,4,9,10,6,9,8,4,3,7,6,1,3,10,10,10,1,1,2,10,7,6
19,28,173,1,1446669.035639597,India,Europe,5,3,3,6,9,7,1,2,7,0,10,1,1,1,1,0,0,1,1,0,0,0,1,3,6,5,4,10,2,6,5,3,7,1,2,9,1,5,3,2,2,6,10,9,3,3,8,6,6,6,1,9,1,2,1,6,8,10,1,9,8,4,4,8,10,6,8,5,4,10,8,9,1,5,1,8,1,3,10,5,7,9,8,1,10,4,10,5,2,8,2,1,5,6,10,4,1,6,8,3,5,6,1,10,2,4,4,2,6,2,5,7,6,7,1,3,6,10,4,6,7,7,8,1,7,3,9,9,7,8,9,1,4,10,3,8,10,2,6,2,4,1,8
17,91,95,1,476948.5512929086,UK,North America,9,1,4,6,9,4,1,1,9,0,5,0,1,1,0,1,0,0,1,1,0,1,1,3,2,9,3,7,2,2,7,9,2,1,6,4,8,5,4,6,10,5,5,5,8,7,2,1,10,10,9,7,2,4,3,5,8,2,2,3,2,10,9,5,1,5,10,8,3,7,3,9,6,2,5,4,3,3,6,8,4,10,8,10,8,1,4,6,1,9,10,7,6,4,7,1,7,1,6,6,5,9,8,8,4,9,7,9,1,1,1,2,5,2,1,7,9,6,10,10,10,1,2,7,8,5,1,10,5,7,4,7,4,3,9,6,4,4,10,7,1,6,1
14,45,492,1,944045.0707683589,India,North America,4,1,3,7,8,8,0,9,5,0,3,0,0,1,0,0,1,0,0,0,1,1,0,6,1,3,9,2,6,5,6,1,9,8,1,9,8,5,8,6,6,8,4,5,4,10,7,7,4,9,8,4,9,1,1,6,5,4,7,5,2,6,2,1,3,1,1,2,4,4,9,8,8,9,10,3,8,10,7,7,9,7,10,8,2,1,7,4,8,5,1,9,6,7,5,5,3,3,4,7,8,3,8,7,2,6,10,4,4,8,6,3,9,5,4,2,5,4,4,5,5,8,4,6,8,10,8,1,9,2,2,2,3,8,1,3,1,10,2,6,5,4,10
17,28,357,1,680794.4806642815,China,North America,3,7,1,7,6,2,1,1,7,0,2,1,1,0,1,1,1,0,1,1,1,1,0,4,6,10,7,10,1,5,1,6,8,8,3,3,8,7,6,1,7,1,3,1,1,9,8,5,7,1,5,5,3,8,5,10,4,2,2,5,2,5,7,8,3,3,5,5,10,6,3,5,7,5,10,4,2,1,4,4,8,2,10,6,5,1,1,2,3,5,4,1,2,10,4,9,2,3,4,7,1,2,6,6,8,7,6,6,4,4,2,10,10,9,3,1,7,1,8,7,5,4,8,10,9,8,10,10,8,6,6,5,9,2,2,10,2,3,7,9,3,4,1
16,89,430,0,975824.0398736816,USA,Europe,9,1,2,7,3,10,0,4,8,0,7,0,1,0,1,0,0,0,1,1,1,1,0,2,9,5,5,8,7,5,10,5,5,10,2,10,5,4,3,6,3,10,5,8,8,4,9,10,2,1,9,4,7,1,5,8,9,9,10,6,4,7,2,2,3,10,5,3,9,7,8,10,9,1,7,4,2,3,9,9,9,1,10,6,2,5,9,9,1,6,4,5,1,9,9,10,1,3,10,8,10,4,10,10,2,9,3,10,1,7,2,1,8,4,7,9,6,3,2,10,5,9,3,10,3,9,9,5,8,6,2,9,8,6,4,3,9,6,7,3,5,10,5
